,Title,Description,Category
900,Crucial decision on super-casinos,decis whether allow westminst legisl supercasino set made scottish parliament govern plan eight las vega style resort uk one like glasgow scottish minist insist still final say whether supercasino built scotland opposit parti say happen practic vote due taken wednesday expect close scottish execut believ legisl handl westminst new law control internet gambl first time aim prevent children becom involv supercasino glasgow could locat ibrox scottish exhibit confer centr new gambl bill go westminst allow casino complex open public live entertain larg number fruit machin unlimit prize scottish nation parti tori say issu supercasino decid scotland believ execut shirk respons,Politics
901,Labour plans maternity pay rise,matern pay new mother rise £1400 part new propos announc trade industri secretari patricia hewitt would mean paid leav would increas nine month 2007 ms hewitt told gmtvs sunday programm plan includ let matern pay given father extend right parent older children tori dismiss matern pay plan desper liber democrat misdirect ms hewitt alreadi doubl length matern pay 13 week elect alreadi taken 26 week go extend pay nine month 2007 aim get right full 12 month end next parliament new mother alreadi entitl 12 month leav mani women could take six month paid made firm commit definit extend matern pay six month nine month that extra £1400 minist would consult propos could see father allow take partner matern pay leav period extend right flexibl work carer parent older children shadow secretari state famili theresa may plan announc gordon brown prebudget review decemb toni blair recycl desper bid win back women voter conserv would announc propos closer general elect liber democrat spokeswoman women sandra gidley mother would welcom extra matern pay liber democrat feel money misdirect parti would boost matern pay first six month allow women stay home time ms hewitt also stress plan would paid taxpay employ david frost director general british chamber commerc warn mani small firm could crippl move major salari cost may cover govern statutori pay recruit cost advertis cost retrain cost strain compani detail govern plan outlin monday new mother current entitl 90 averag earn first six week give birth follow £10280 week babi six month old,Politics
902,Women MPs reveal sexist taunts,women mps endur shock level sexist abus hand male counterpart new studi show male mps pretend juggl imaginari breast jeer melon women made common speech research birkbeck colleg told labour yvett cooper found hard persuad common offici minist secretari 83 mps gave answer 100 hour tape interview studi whose secretari minist research team professor joni lovenduski set look achiev experi women westminst emerg complaint mps parti sexist barrack chamber sexist insult patronis assumpt abil barbara follet one socal blair babe elect 1997 told research rememb conserv whenev labour woman got speak would take breast imaginari breast hand wiggl say melon spoke former liber democrat mp jacki ballard recal stream remark lead mp topic women leg sexual persuas extori educ secretari gillian shepherd rememb one male colleagu call women betti look know name isnt betti ah your call betti harriet harman told research sheer hostil prompt advanc cabinet well youv succeed your woman anoth current member cabinet say told oh youv fast rise sleep even great influx women mps 1997 general elect greater number women cabinet femal mps often say feel stuck edg male world liber democrat sarah teather recent femal mp elect told research lot peopl say like old boy club ive alway feel like teenag public school know public school full teenag prof joni lovenduski conduct studi help margaret moran mp team journalist shock find expect bit noth like extent expect find coupl shock episod differ experi women 1997 intak afterward main women present parliament prepar put sexist attitud came across prof lovenduski ad women includ women came 1997 receiv extraordinari treatment convinc number women chang back 1997 thing would chang back think shock general public thing go hous common interview place british librari histor record,Politics
903,PM apology over jailings,toni blair apologis two famili suffer one uk biggest miscarriag justic prime minist comment wrong jail 11 peopl ira bomb attack pub guildford woolwich 1974 mr blair sorri subject ordeal injustic made apolog member conlon maguir famili privat room westminst statement record televis mr blair famili deserv complet public exoner famili hope apolog would made prime minist question hous common howev one socal guildford four gerri conlon wrong convict plant bomb famili delight apolog mr blair spoken sincer ad went beyond thought would took time listen everyon could see move peopl say toni blair heal rift help heal wound day never thought would come move follow huge campaign ireland public apolog eleven peopl wrong convict make plant ira bomb kill seven peopl mr blair offici spokesman noon present meet would ever forget strength feel relief prime minist statement brought convict either member friend two famili arrest famili connect gerri conlon mr conlon father giusepp arrest travel london belfast help son die serv sentenc also arrest ann maguir member famili mrs maguir relat giusepp plan stay london well two famili friend wonder feel apolog weight lift shoulder peopl still doubt us believ total innoc jail handl explos base scientif evid later entir discredit octob 1989 court appeal quash sentenc guildford four june 1991 overturn sentenc maguir seven mr conlon case highlight oscarnomin film name father star daniel daylewi,Politics
904,Howard rebuts asylum criticisms,tori leader michael howard gone offens respons peopl question son immigr propos asylum quota mr howard whose parent fled nazi threat come uk say claim would mean noon immigr famili could becom premier comment come bbc documentari call mr nasti tv present ann robinson home secretari gave impress would like kick cat ms robinson friend tori leader also reveal cambridg student mr howard much love women courteous kind rather dash lover although deni person experi wasnt cambridg person experi know peopl documentari maker michael cockerel given behindthescen access mr howard film portrait tori leader ask respond peopl quota immigr asylum 1930s parent might allow countri repli infer reach view need control immigr interest countri your allow put view forward happen descend immigr seem absolut extraordinari proposit would certain mean one immigr parent could prime minist ms robinson present weakest link tell cockerel despair hardlin imag home secretari john major govern use sit hand hed get televis give passabl impress someon whod like kick cat would put babi prison cri mean draconian film show mr howard laugh rori bremner impress dracula call good fun apart serious falsehood comment suggest want fewer black peopl uk film show privat side tori leader watch televis home play tabl tenni wife exmodel sandra ask enjoy game ping pong confess yeah would enjoy could win occasion otherwis quit fun former down street communic chief alastair campbel work labour elect campaign say touchyfe imag fit mr howard say toni blair worri oppon earli perform common clash mr howard lack big strategi includ issu like iraq tori leader brand critic absolut rubbish argu consist support war critic mr blair failur tell truth intellig former tori chancellor ken clark say mr howard bigger problem chang percept tori parti person imag mr clark say parti improv conceiv could win next elect add got chang bit broaden appeal michael howard mr nasti shown bbc2 saturday 12 februari 2005 gmt,Politics
905,Brown ally rejects Budget spree,chancellor gordon brown closest alli deni suggest budget giveaway 16 march ed ball exchief econom advis treasuri would spend spree poll day mr ball prospect labour mp confid chancellor would meet fiscal rule speak sir digbi jone cbi director general warn mr brown tempt use extra cash preelect bribe mr ball step treasuri post stand labour candid elect suggest mr brown would meet golden econom rule margin spare hope would done build current tax credit rule also stress rise interest rate ahead expect may elect would affect labour parti chanc win expect rate rise gather pace figur show hous price still rise consum borrow rose nearrecord pace januari mpc bank england monetari polici committe judg rate rise justifi elect strength economi im predict believ big elect issu britain labour told parliamentari lunch big chang polit cultur interview bbc radio 4s today programm mr ball sure mr brown budget would put risk stabil economi dont think well see preelect spend spree certain see 2001 assur came sir digbi jone stabil import extra cash spent improv worker skill messag chancellor pleas dont give away form election sir digbi ad dont think say prudent chancellor right way stabil key word british busi need bore stabil anyth would say dont increas public spend dont give away go anywher add someth competit britain put skill peopl would good way spend excess mr ball refus say whether mr brown would remain chancellor elect amid specul offer job foreign secretari think gordon brown want part success labour govern deliv third term prioriti peopl see conserv parti take britain backward mr ball told today prime minist toni blair yet name date elect pundit bet 5 may,Politics
906,Fox attacks Blair's Tory 'lies',toni blair lie took uk war qualm lie elect campaign say tori tori cochairman liam fox speak mr blair told labour member tori offer hard right agenda dr fox told bbc radio will lie reason go war guess go lie anyth would discuss report parti repaid £500000 lord ashcroft predict elect defeat prime minist ratchet labour preelect campaign weekend helicopt tour countri speech parti spring confer insist know poll date wide expect 5 may seen high person speech gateshead sunday mr blair passion hunger first walk door 10 down street describ relationship public start euphor struggl live expect reach point rais voic throw crockeri warn support complac say fight futur countri fight britain peopl britain win mr blair whether public chose michael howard mr kennedi would result tori govern labour govern countri goe back move forward dr fox accus mr blair cabinet minist tell lie oppon polici attack lie learn weekend labour tactic go go fear smear told bbc news tori cochairman attack labour six new pledg vacuous mr blair worri voter would take reveng failur deliv dr fox refus discuss weekend newspap report parti repaid £500000 former tori treasur lord ashcroft parti could win elect repay loan due comment individu financi matter insist enjoy warm construct relationship lord ashcroft meanwhil lib dem leader charl kennedi expect attack mr blair word begin nationwid tour monday mr kennedi acceler lib dem elect prepar week visit manchest liverpool leicest somerset basingstok shrewsburi dorset torbay threeparti polit northern citi contest labour liber democrat southern rural seat especi south west princip contend liber democrat conserv run scotland wale lib dem accus mr blair make touchyfe speech labour deleg help regain public trust,Politics
907,Watchdog probes e-mail deletions,inform commission say urgent ask detail cabinet offic order tell staff delet email three month old richard thoma total condemn delet email prevent disclosur freedom inform law come forc 1 januari govern guidanc email delet serv current purpos mr thoma tori lib dem question time new rule tori leader michael howard written toni blair demand explan new rule email retent monday lib dem constitut affair committe chairman alan beith warn delet million govern email could harm abil key probe like hutton inquiri time new rule freedom inform act come forc unlik coincid mr beith cabinet offic spokeswoman move new law destruct import record mr beith urg inform commission look email regim could support freedom inform regim mr thoma new act parliament make clear destroy record order prevent disclosur becom crimin offenc alreadi clear guidanc retent email contain code practic lord chancellor email subject freedom inform law import thing content email mr thoma doubt retain longstand principl civil servic public author youv got use particular record may legitim destroy deliber destruct avoid possibl later disclosur total condemn freedom inform act cover england wale northern ireland next year similar measur brought time scotland provid public right access inform held 100000 public bodi subject various exempt implement monitor inform commission,Politics
908,Mrs Howard gets key election role,michael howard exmodel wife sandra play lead role conserv elect campaign mrs howard make solo visit target seat well accompani husband helicopt campaign trail crisscross countri mr howard host news confer parti london hq everi morn tori cochairman liam fox want michael access possibl mr fox ad parti afraid scrutini tori leader want meet mani ordinari member public mr fox toni blair also intend get talk mani peopl possibl elect campaign labour campaign chief say plan mr blair hold daili news confer mr fox respond accus prime minist hide away scrutini london media liber democrat also say plan hold daili news confer charl kennedi mrs howard role mr fox sandra alreadi campaign michael number visit undertak short visit pattern continu work well mrs howard made debut speech conserv parti confer bournemouth last octob use speech fring highlight work drug chariti addact support mrs howard also appear along side husband tv chat show interview itv1 morn often criticis husband show side know,Politics
909,EU China arms ban 'to be lifted',eu embargo arm export china like lift next six month despit us object uk foreign secretari jack straw 15yearold ban impos aftermath china crackdown protest tiananmen squar mr straw told common select committe human right concern china remain wrong put china embargo countri zimbabw burma decemb eu pledg work toward lift ban readi yet eus move welcom time beij describ embargo product cold war german chancellor gerhard schroeder french presid jacqu chirac repeat call embargo lift britain cautious issu wednesday mr straw also want end long understood china argument lump say burma zimbabw appropri dont think told joint committe strateg export control like ban would lift britain take presid eu luxembourg juli eu code conduct would prevent increas number arm export countri lift end effect arm control relat china mr straw us govern suspici motiv countri within eu want ban lift mani washington object base lack inform understand export control guidelin work eu countri intens discuss take place us offici convinc right thing washington thought fear would lead buy spree arm could use china threaten diplomat rival taiwan us offici say satisfi mechan eu code conduct robust enough prevent abus us undersecretari state john bolton meet british offici week press case keep embargo,Politics
910,Blair rejects Tory terror offer,toni blair reject conserv compromis offer could eas passag antiterror legisl tori want sunset claus insert antiterror bill would forc minist revisit novemb mr blair bill bring hous arrest terror suspect time limit safeguard alreadi tori say vote unless chang want agre lib dem also oppos plan govern alreadi given way role judg hous arrest case mr blair refus accept tori sunset claus propos mean govern face concert opposit side lord peer begin three day detail deliber bill thursday bill propos control order well place terror suspect hous arrest could mean curfew tag ban telephon internet use would replac current power detain foreign terror suspect without trial law lord rule breach human right tori want judici oversight control order hous arrest shadow home secretari david davi told bbc radio four world one primari concern potenti miscarriag justic someon wrong given control order would act recruit sergeant terrorist went say dont get amend regard essenti includ sunset claus vote bill common mr howard would far better whole legisl subject sunset claus parliament could consid proper way instead ramrod mr blair hous arrest power alreadi go subject sunset claus annual renew second less stringent type control order would subject court appeal within 14 day would threemonth report use emin independ person believ new power proper balanc civil liberti subject necessari nation secur countri put risk mr blair lib dem plan oppos bill lord thursday lib dem home affair spokesman mark oaten there lot talk left would uneasi support bad bill even eight month spokeswoman human right watch basic principl peopl punish fair trial ad judg impos punish without trial sanitis either,Politics
911,Brown hits back in Blair rift row,gordon brown criticis union leader conflict toni blair harm work govern jonathan baum top civil servant union spoke compet agenda mr brown mr blair chancellor mr baum never meet prime minist could judg union leader tri block civil servic reform threaten member job suit purpos mr baum union first divis associ suggest two agenda battl union tri resist plan reform mr brown told bbc radio 4s today programm plan unveil gershon report 84000 civil servant job axe chang save plough back frontlin servic mr brown honest dont think reli mr baum judgement matter come decis govern make mr blair make exact decis civil servic reform determin go gershon reform also mr baum never present meet prime minist posit judg wednesday ahead chancellor prebudget report mr baum told bbc news sometim conflict compet agenda govern number 10 treasuri chancellor want mean alan milburn prime minist want see mr baum govern depart get money treasuri basi public servic agreement sign time prime minist also agenda that necessarili treasuri prime minist cours power figur govern also send instruct messag direct depart would like secretari state depart implement polici agenda problem mani occas two dont add individu cabinet minist well depart make sens battl number 10 minist interest govern soap opera mr blair mr brown tori shadow chancellor oliv letwin battl royal top civil servant report chancellor toni blair prevent get busi get taxpay valu money,Politics
912,MPs criticise child access system,divorc parent seek access children often disadvantag legal system mps constitut affair select committe parent custodi could exploit delay system stop former partner gain access court use last resort order enforc rigor mps reject claim made campaign group legal presumpt equal access current presumpt interest child paramount arbitrari templat impos famili whatev need child would releg welfar individu children secondari posit mps law chang requir famili court specif take account import sustain relationship child nonresid parent contest case would reassert right nonresid parent contact children well right children contact parent maintain suffici flexibl cope issu safeti delay court hear inabl effect enforc court order allow new status quo arrang children becom establish default although court rigor avoid conscious bias consider ground accept nonresid parent frequent disadvantag system administ present given strong animos parti common contest famili case find hard believ tactic delay sometim use advantag resid parent committe chairman alan beith fivemonth inquiri complex emot one moment far mani contact resid case dealt court could better resolv profession mediat negoti situat chang court system use last resort mediat negoti complet broken issu abus domest violenc need dealt help reduc delay improv live mani children across countri,Politics
913,MPs to debate 'euthanasia laws',mps prepar debat bill critic claim would legalis euthanasia back door bill would give legal forc live will peopl say want medic treatment withheld becom sever incapacit mental capac bill broad support chariti say would give better safeguard treatment christian group say could mean doctor withhold food fluid even think inappropri minist insist mental capac bill england wale would chang law assist suicid contain presumpt favour preserv life bill would establish legal presumpt everybodi make decis treatment unless prove otherwis would allow peopl give somebodi power attorney make decis behalf could challeng doctor critic fear could allow kill omiss withdraw treatment amend bill specif prevent decis would bring death tabl former conserv leader iain duncan smith nineti one mps sign petit back amend mps could vote later tuesday bill report stage debat bill go third read debat lord becom law christian medic fellowship cmf lawyer christian fellowship lcf mental capac bill would allow euthanasia back door peter saunder cmf believ advanc refus advisori legal bind cmf concern patient make unwis hasti advanc decis refus food fluid without proper inform diagnosi expect cours ill take lcfs andrea william mani loophol could abus unscrupul doctor exlabour minist frank field told bbc twos newsnight programm danger peopl would feel pressur away relat could inherit asset constitut affair minist david lammi law affect 750000 peopl dementia need updat mr lammi told bbc news labour mps would get free vote law strengthen chang euthanasia assist suicid situat peopl make live will forc common law doctor say want clariti patient say want clariti make decis allianc includ alzheim societi age concern mencap nation autist societi misunderstand bill clear chang current law euthanasia actual provid seri better safeguard decis made peopl lack capac allianc statement british medic associ also back bill say give incapacit peopl right other debat legalis euthanasia intensifi uk case like motor neuron patient dian pretti die two year ago lose legal battl allow husband help commit suicid,Politics
914,Opposition grows to house arrests,conserv express serious misgiv govern plan keep uk foreign terror suspect hous arrest michael howard would back home secretari plan control order includ home detent believ anyon depriv liberti say politician lib dem also oppos propos minist insist proportion terror threat govern propos idea rang new power law lord current detent without trial broke human right law new metropolitan polic commission sir ian blair back control order say im sorri dilemma one choic mr howard serious misgiv effect protect life consequ british way life argu peopl accus terrorist offenc brought trial held prison home await trial mr howard fear intern without trial creat martyr could effect recruit sergeant terrorist parti plan move amend serious organis crime polic bill next week would give judg respons assess evid ensur balanc case present court call prime minist enter construct discuss parti find better way forward controversi issu continu foreign terror suspect held uk without trial charg sinc decemb 2001 freed jail home secretari charl clark enough evid keep egyptian man known c certifi terrorist suspect monday legal team two algerian suspect held without trial told court men want bail meant put hous arrest terror suspect detain belmarsh prison london liber democrat say also oppos hous arrest question human right implic measur home affair spokesman mark oaten told bbc radio 4s today programm matter principl us cant situat home secretari abl impos hous detent uk nation well foreign nation lib dem believ home secretari allow phone tap evid prosecut think could role form control order tag surveil limit use mobil phone home secretari say must done proper judici process judg involv make decis mr oaten mr clark reject idea say intercept evid small part case terror suspect could put live intellig sourc risk prosecut govern first prefer promis power would use serious case independ scrutini judg,Politics
915,MPs quiz aides over royal income,senior offici two bodi generat privat incom queen princ wale question mps aid duchi lancast duchi cornwal appear common public account committe report could question princ charl spend camilla parker bowl bbc correspond peter hunt respons money spent may unabl answer duchi offici appear committe monday respons generat money duchi lancast provid queen privat incom duchi cornwal provid princ charl annual incom duchi cornwal 140000acr estat across 25 counti also includ residenti properti shop offic stock share set 1337 king edward iii provid incom success heir throne cover cost princ public privat life neither charl william harri receiv taxpay money civil list howev princ wale receiv £4m govern depart grantsinaid 20034 duchi last year generat almost £12m princ voluntarili paid incom tax current 40 sinc 1993,Politics
916,Talks held on Gibraltar's future,two day talk futur gibraltar begin jack straw countri resid later wednesday offici twoday summit foreign secretari offici kent hous cheven plan new forum rock futur octob mr straw spanish counterpart miguel moratino agre establish bodi would give gibraltarian voic futur gibraltarian referendum want remain british gibraltar chief minist peter caruana repres british citizen live rock britain europ director dominick chilcott repres uk madrid repres spain director general europ jose maria pon initi follow spain socialist govern decis put longstand sovereignti ambit hold gibraltarian reject plan rock sovereignti share britain spain referendum organis gibraltar govern,Politics
917,Tories 'would cut number of MPs',conserv parti would cut number mps onefifth elect tori leader michael howard plan form part parti smaller govern bill unveil later week mr howard told sunday time parti would also reduc number govern special advis referendum would held wale decid whether scrap welsh assembl chang would take place within five year conserv win general elect mr howard told paper precis number mps go would depend result welsh referendum would probabl mean reduct around 120 current total 659 wale decid keep assembl would stand lose mps mr howard parti plan cut number civil servant whitehal labour 80000 tori almost 100000 accept similar drop number well say govern depart reduc minist parliament special advis shadow leader common oliv heald part aim reduc unnecessari cost interfer peopl live reduc size role state mr howard plan would also even great unfair proportion scottish welsh mps westminst england averag size english constitu 70000 peopl mr howard northern ireland 66000 wale 59000 scotland 53000 number welsh mps would set amount consist fair term represent rest unit kingdom assembl scrap mr howard chang carri quick could even implement elect next got big bang dont want like hous lord reform get one stage next stage,Politics
918,'Hitler' row over Welsh arts cash,artist critic welsh art fund brought assembl govern control deni compar idea dictatorship russia germani shani rhys jame worri art council wale may taken welsh assembl govern cultur minist alun pugh would crass ignor liken quango review hitler germani ms jame emphasis actual artist need freedom futur art council wale question sinc announc welsh quango would eventu abolish announc last juli three welsh quango educ train bodi elwa wale tourist board welsh develop agenc would brought assembl govern control art council wale may among next come assembl govern umbrella ms jame £30000 jerwood paint prize 2003 art fund separ govern ms jame told bbc radio wale quit danger involv politician like health servic like railway free express absolut vital democrat societi need distanc need govern interfer could taken wrong way report liken assembl govern totalitarian regim inaccur told good morn wale put record straight busi paper liken govern bolshevik russia hitler germani actual quot gave vital civilis societi allow artist express without govern control know past european histori ie russia germani earli 20th centuri artist go underground leav countri rather compromis express artist need free voic express reflect truth art form assembl govern best place run art wale ad would moment chang devast art would set art scene back 60 year realli dont think govern expertis nation assembl take control fear go go back dragon leek choir wale move intern set back green valley respond ms jame critic mr pugh structur unelect quango review made clear announc due short compar welsh assembl govern hitler germani crass ignor respons real issu democrat account ms jame whose father welsh born melbourn parent work theatr move powi near 20 year ago work studio near llangadfan number art prize includ wale open 1989 mostyn open 1991,Politics
919,Anglers 'could face prosecution',angler fishermen could find prosecut plan crack anim cruelti committe mps warn sloppi word draft anim welfar bill could leav angler face court even though intend environ select committe mps concern govern consult direct plan improv anim welfar rais complex emot issu need resolv mps call castiron guarante govern consult plan regul anim industri like pet fair game bird rear draft bill seek modernis improv anim welfar legisl intend protect kept anim companion anim set duti care addit maintain exist cruelti offenc creat offenc neglect keeper fail protect anim respons bill would allow anim welfar offic interven prevent harm anim well outlaw mutil anim unless demonstr anim best interest environ select committe made 101 recommend hear evid 51 organis individu one call amend bill prosecut engag fish inadvert encourag even later fail accept neither commerci fish recreat angl fall within remit draft bill therefor support govern intent exempt fish activ committe amend need ensur case brought howev exempt fish govern care ensur person catch fish given cart blanch inflict unnecessari suffer cours pursu activ committe ad committe also legal protect anim downgrad bill law abandon anim would signific weaken mps urg govern redraft claus relat prosecut cruelti offenc stood draft bill would allow certain act prosecut unnecessari suffer caus anim neglect unnecessari mental suffer go unpunish committe chairman michael jack chang law affect anim alway arous power emot great public interest draft bill except committe welcom develop approach anim welfar doesnt wait problem occur enabl action taken protect anim irrevers suffer take place mr jack bill much feel work progress urg govern guarante oblig consult enshrin law extend legisl plan area pet fair circus game bird farm govern must work hard take rough edg initi propos bill introduc parliament ad,Politics
920,Guantanamo pair's passport ban,govern written two british men freed guantanamo bay tell allow passport letter sent martin mubanga british passport would issu light evid gather us suggest like take part action uk alli target left britain ident letter sent feroz abbasi men solicitor say known whether two men releas cuba detent camp januari richard belmar moazzam begg also receiv letter govern implement rare use royal prerog order withdraw men passport 13th time power use sinc 1947 last time 1976 letter home offic say write inform basi inform come light detent unit state home secretari consid strong ground believ leav unit kingdom would take part activ unit kingdom alli target home offic could comment individu case liber democrat say suspect move part packag secur measur agre us order men allow home guantanamo bay home affair spokesman mark oaten also demand assur evid men gain tortur ad power use absolut extrem circumst find hard believ condit met time move also rais complex question use royal prerog liber democrat promis rais issu parliament amnesti intern uk also question whether decis base tortur evid obtain guantanamo bay furthermor believ investig role play uk detent uk resid nation possibl mani other guantanamo bay director kate allen men solicitor louis christian rais question whether evid gather tortur pentagon told bbc news us polici condemn prohibit tortur evid british detaine tortur abus mr abbasi 23 croydon south london taken guantanamo bay captur afghanistan 2001 mr mubanga 29 north london origin detain zambia,Politics
921,Child access laws shake-up,parent refus allow former partner contact children could electron tag plan consid minist curfew communiti servic order option could use court order allow parent access defi lord falcon constitut affair secretari outlin plan tuesday deni father activist forc chang tell bbc recognit someth wrong 15000 20000 coupl go court resolv access disput year although nine 10 separ court intervent lord falcon told bbc radio 4s today programm hope voluntari mediat could help solv disput reach court oppos compulsori mediat say would lead mani peopl take part wrong attitud plan includ parent plan give advic access arrang base reallif exampl work past extend incourt concili inform hear contest court case better access legal emot practic advic telephon internet legal aid chang give incent earli resolut disput judg alreadi jail parent breach contact order nuclear option rare use seen child interest spokesman aim new legisl provid medium rang penalti fine communiti servic order compulsori anger manag parent class curfew failur compli measur could result offend electron tag possibl tag uncoop parent lord falcon tag may go far let debat full detail new power reveal bill publish next two week spokesman govern propos met disapprov father right group john ison controversi group father 4 justic disappoint got cynic case recycl exist legisl jim parton famili need father new propos lack compuls would like see coupl develop plan sourc court order know stand know minimum access otherwis see peopl make agreement fall apart mr parton told children minist margaret hodg enough time pass bill parliament general elect like take place may conserv call equal split parent access made law theresa may shadow secretari famili told bbc radio 4s today programm govern plan inadequ paper crack current system conserv govern would bring radic reform famili court well enforc legal presumpt copar compulsori mediat want make court last resort rather first resort ad govern say children cannot simpli divid like properti marriag collaps liber democrat argu flexibl decid access rule rather rigid target,Politics
922,New 'yob' targets to be unveiled,fifti new area get special help fight antisoci behaviour england wale name thursday ten area alreadi access special prosecutor local expert govern expand crackdown town citi detail mani antisoci behaviour order asbo use last year also publish labour see nuisanc behaviour key elect issu critic claim record best patchi year ago minist launch antisoci behaviour plan thursday figur offer progress check say past year 2600 antisoci behaviour order issu court doubl total use previous four year polic also close 150 crack hous issu 400 dispers order break group youth public place 50 new pilot area get special attent also receiv extra govern fund exet cardiff among citi voic interest involv prime minist toni blair also expect announc new measur strengthen use asbo fix penalti notic still concern area countri use power proper expect say new figur hearten would rest similar action taken area countri need defeat problem mean shown togeth done say mr blair week defend shakeup licens law say right focus troublemak rather treat everybodi potenti drunken nuisanc minist also boast record polic number speed plan put place 25000 communiti support offic csos research leed univers warn csos could undermin tradit bond polic offic communiti work need done clarifi role differ agenc link togeth csos argu studi critic govern say announc 20 initi tackl nuisanc behaviour real focus good polic home offic minist hazel blear also reveal week third asbo breach peopl jail other,Politics
923,Vouchers 'to cut winter deaths',pension promis energi save liber democrat snow cold temperatur continu parti say plan could save averag pension £100 everi year cut winter death govern give £200 winter fuel household peopl 60 £300 peopl 80 tori promis keep payment lib dem would allow peopl swap winter fuel payment discount home insul shadow local govern secretari ed davey current scheme help older peopl new liber democrat approach go much end scandal ten thousand old peopl die winter cold everi year voucher design let pension choos list approv energi suppli would compet busi offer discount home insul scheme plan would boost energi conserv say parti insul could save £100 everi year pension household use money intellig present,Politics
924,Blair and Blunkett Sheffield trip,toni blair join home secretari david blunkett visit sheffield thursday mr blunkett conduct look establish whether abus posit relat exlov parliamentari standard watchdog look decis give kimber quinn free rail ticket also investig visa applic mrs quinn exnanni visit sheffield seen show uniti mr blair wednesday prime minist question tori leader michael howard went offens comment mr blunkett alleg made new biographi understood made seri critic cabinet colleagu prime minist mr howard mr blunkett complain inherit giant mess took home offic jack straw foreign secretari tori leader went doesnt stop think cultur secretari weak think trade secretari doesnt think strateg think educ secretari hasnt develop expect say prime minist doesnt like told truth chancellor doubt prime minist agre bulli mr blair retort voter rememb record govern comment politician home secretari alreadi admit wrong give two first class ticket given mp mrs quinn sinc paid £180 back apologis genuin mistak say write watchdog answer question rail ticket meant help mps spous get westminst constitu inquiri parliamentari watchdog sir philip mawer report common standard privileg committe group mps recommend full hous common action taken mr blunkett separ inquiri exsenior civil servant sir alan budd investig whether home secretari help fasttrack bid mrs quinn nanni leoncia casalm stay uk last week mr blunkett first round high court battl mrs quinn access son mr blunkett declin comment posit say inquiri way high court stress right privaci affect job improv secur stabil down street stress mr blair support home secretari,Politics
925,Boris opposes mayor apology,ken livingston stick gun apologis nazi comment jewish report tori mp bori johnson insist mr johnson also claim toni blair intervent row attempt reassur jewish voter london mayor mr livingston say stand remark liken even standard journalist concentr camp guard prime minist say time mr livingston say sorri labour mr livingston comment may offens racist earlier week would apologis even mr blair ask later prime minist lot us polit get angri journalist time time circumst journalist jewish journalist yes apologis howev mr johnson forc apologis last year articl magazin edit liverpudlian griev death british hostag ken bigley mr blair butt row dont see prime minist get involv spectat editor told bbc radio 4s today programm disput ken livingston report even standard mr johnson mp henleyontham oxfordshir suspect labour tri reassur jewish voter curious way labour seem tri curri favour disillus muslim voter may disillus war ken doesnt think hes got anyth say sorri that realli feel think stick gun mr johnson apologis last octob perpetu outdat stereotyp liverpool leader articl death mr bigley articl magazin suggest griev liverpudlian wallow victim status also attribut blame drunken liverpool footbal fan 1989 hillsborough disast 96 die mr johnson told today perfect true got grovel game apologis thing felt ought say sorri also thing didnt think apologis here old ken hes crass hes insensit thuggish brutal languag dont think actual read although extraordinari rude dont think actual antisemit,Politics
926,Strike threat over pension plans,million public servic worker could strike minist scrap final salari pension scheme make work longer warn union leader cabinet offic confirm review current pension system prompt union repres 45m worker threaten unit action believ plan includ rais mandatori retir age public servic worker 60 65 govern say union consult chang made thought propos overhaul due thursday could mean pension could base career averag salari year serv staff current get one eightieth highest salari final three year minist anxious avoid mass strike action leadup next general elect wide expect next may statement sunday cabinet offic review civil servic pension scheme hope announc propos soon union cours consult propos chang public sector pension scheme need remain afford sustain peopl live longer pension get expens maintain longterm afford pension scheme govern announc green paper pension pension age would rise 60 65 monday toni blair offici spokesman declin say whether prime minist back plan what import there process go consult moment let wait process complet alreadi widespread anger chancellor plan get rid 100000 civil servant public servic union unit plan trade union congress discuss issu next monday dave prenti general secretari unison chang pension provis worker public sector would mean pay would still face raw deal member work nhs local govern never high pay citi bonus could look forward decent pension taken away realli rile breathtak hypocrisi mps recent vote best pension scheme europ say cant afford anyon els posit unison cannot accept oppos lead conflict unison govern year next mr prenti worker want go strike call talk union highest level govern mark serwotka public commerci servic union coordin one day strike unless govern rethink fire brigad union govern plan cut ill health retir benefit firefight measur chip away pension pension offic paul woolstenholm pension million public sector worker threat apart mps judg generous pension arrang countri,Politics
